pH,Fat,Lactose,Protein,Gravity,SNF,Temperature,Gas,EC,Class
6.59,2.83,2.60,1.75,75.71,24.60,25.65,117.94,20.68,Sodium Bicarbonate
6.56,3.46,3.17,1.23,75.94,23.32,27.14,121.61,20.43,Sodium Bicarbonate
6.72,2.63,3.06,1.94,74.11,23.39,27.12,128.51,19.05,Sodium Bicarbonate
6.55,3.41,2.72,1.41,74.37,24.14,26.55,122.69,19.80,Sodium Bicarbonate
6.80,2.61,3.09,1.10,74.69,24.39,26.26,123.88,19.84,Sodium Bicarbonate
6.46,3.32,2.94,1.39,75.37,24.16,27.63,117.03,19.94,Sodium Bicarbonate
6.49,2.75,2.95,1.64,74.47,24.08,26.8,120.13,20.69,Sodium Bicarbonate
6.77,3.04,3.35,1.32,75.11,24.71,27.07,123.47,20.32,Sodium Bicarbonate
6.62,2.78,2.88,1.11,75.65,24.79,26.3,125.53,19.64,Sodium Bicarbonate
6.67,3.06,3.39,1.72,75.46,23.43,25.9,124.54,20.08,Sodium Bicarbonate
6.53,3.11,3.40,1.32,75.90,24.38,27.81,126.48,19.89,Sodium Bicarbonate
6.49,2.75,2.63,1.25,74.69,24.15,26.29,119.63,19.43,Sodium Bicarbonate
6.79,2.89,3.46,1.98,74.83,24.80,26.07,118.02,20.70,Sodium Bicarbonate
6.61,2.89,3.36,1.55,75.75,23.56,26.26,128.26,19.61,Sodium Bicarbonate
6.46,3.24,3.12,1.98,75.31,24.85,27.81,126.9,19.88,Sodium Bicarbonate
6.62,2.82,3.25,1.59,74.17,24.55,25.59,121.53,19.57,Sodium Bicarbonate
6.64,2.56,3.27,1.36,75.13,23.65,25.64,121.94,20.45,Sodium Bicarbonate
6.69,3.06,3.33,1.23,74.33,24.18,26.91,122.36,19.03,Sodium Bicarbonate
6.80,2.61,3.32,1.67,75.27,23.53,27.8,128.22,20.79,Sodium Bicarbonate
6.49,2.72,3.24,1.29,75.73,23.99,25.6,117.9,20.01,Sodium Bicarbonate
6.51,3.20,3.28,1.32,74.85,24.07,27.42,121.12,20.59,Sodium Bicarbonate
6.44,3.28,2.97,1.36,75.35,24.00,26.05,118.06,20.27,Sodium Bicarbonate
6.72,2.67,3.28,1.05,74.16,24.43,25.91,124.79,20.01,Sodium Bicarbonate
6.41,3.26,2.77,1.51,74.77,23.41,25.49,121.74,20.62,Sodium Bicarbonate
6.41,3.43,3.14,1.90,75.11,24.71,25.53,121.03,20.57,Sodium Bicarbonate
6.52,2.78,3.27,1.51,74.66,23.92,27.53,116.62,20.76,Sodium Bicarbonate
6.62,2.54,3.27,1.21,75.71,23.64,27.97,127.39,20.88,Sodium Bicarbonate
6.80,3.10,2.54,1.17,74.63,24.41,25.47,127.43,20.82,Sodium Bicarbonate
6.63,2.65,3.17,1.51,75.78,24.06,27.06,125.08,20.50,Sodium Bicarbonate
6.68,2.68,3.15,1.44,75.89,24.06,26.57,127.19,19.18,Sodium Bicarbonate
6.76,2.59,2.51,1.30,74.15,24.53,27.04,124.38,19.12,Sodium Bicarbonate
6.55,3.45,3.25,1.62,74.55,23.64,27.75,124.63,19.38,Sodium Bicarbonate
6.65,2.74,2.51,1.20,75.88,23.37,26.71,126.11,19.30,Sodium Bicarbonate
6.66,3.40,2.72,1.94,74.76,24.86,26.17,123.8,20.52,Sodium Bicarbonate
6.68,3.44,2.83,1.32,75.46,24.92,27,126.07,19.40,Sodium Bicarbonate
6.53,3.01,2.67,1.98,75.82,23.70,26.31,124.25,19.01,Sodium Bicarbonate
6.75,3.34,2.62,1.78,75.51,23.43,27.54,119.05,20.18,Sodium Bicarbonate
6.79,3.20,3.02,1.75,74.66,23.73,27.93,121.61,20.72,Sodium Bicarbonate
6.60,3.06,2.87,1.18,75.22,23.60,25.61,122.36,19.01,Sodium Bicarbonate
6.65,3.37,3.25,1.24,75.48,24.20,26.82,122.07,19.31,Sodium Bicarbonate
6.72,2.78,3.44,1.80,75.48,24.23,27.92,128.63,20.50,Sodium Bicarbonate
6.63,2.61,2.71,1.87,74.29,24.23,26.33,124.83,19.85,Sodium Bicarbonate
6.40,3.31,3.21,1.73,74.37,24.65,26.73,128.01,19.70,Sodium Bicarbonate
6.52,3.10,2.73,1.19,74.80,23.32,27.8,128.47,20.20,Sodium Bicarbonate
6.48,3.15,2.91,1.89,75.56,24.04,27.85,123.55,19.10,Sodium Bicarbonate
6.66,3.14,2.65,1.11,75.95,23.55,27.97,125.74,19.88,Sodium Bicarbonate
6.44,3.37,3.26,1.46,74.17,24.99,27.54,127.97,20.98,Sodium Bicarbonate
6.64,2.98,2.51,1.11,75.03,23.31,26.09,125.29,20.94,Sodium Bicarbonate
6.50,3.16,3.29,1.06,75.96,24.45,25.52,128.59,19.98,Sodium Bicarbonate
6.46,2.72,2.55,1.01,75.84,24.02,26.68,128.92,19.43,Sodium Bicarbonate
6.69,2.63,2.65,1.84,74.97,24.66,26.17,118.85,19.72,Sodium Bicarbonate
6.48,3.18,2.68,1.32,75.40,24.16,27.92,122.07,20.57,Sodium Bicarbonate
6.72,2.96,2.85,1.24,74.52,23.14,25.82,125.58,20.90,Sodium Bicarbonate
6.57,2.96,3.50,1.22,74.39,24.54,26.43,123.14,19.48,Sodium Bicarbonate
6.62,2.59,3.22,1.49,75.34,23.04,28.05,125.33,20.55,Sodium Bicarbonate
6.77,3.23,2.50,1.01,74.04,24.94,26.98,124.79,19.40,Sodium Bicarbonate
6.50,3.20,2.52,1.41,75.00,23.65,25.94,122.15,20.05,Sodium Bicarbonate
6.57,2.89,3.25,1.45,75.36,24.42,25.69,117.19,20.52,Sodium Bicarbonate
6.76,2.91,2.98,1.04,75.23,24.35,25.72,120.29,20.42,Sodium Bicarbonate
6.53,2.68,3.40,1.13,75.60,24.42,27.81,123.35,20.43,Sodium Bicarbonate
6.57,3.32,2.77,1.11,75.08,24.55,27.5,119.13,19.83,Sodium Bicarbonate
6.47,3.40,3.06,1.16,74.78,23.21,25.85,122.69,19.89,Sodium Bicarbonate
6.72,3.14,2.59,1.12,75.85,23.12,27.3,127.81,19.99,Sodium Bicarbonate
6.63,3.35,3.26,1.55,74.38,24.20,28.02,123.97,19.96,Sodium Bicarbonate
6.43,3.03,3.20,1.89,75.53,25.00,26.9,124.79,20.43,Sodium Bicarbonate
6.54,3.20,3.24,1.31,75.43,24.73,27.27,125.08,20.00,Sodium Bicarbonate
6.61,2.75,3.10,1.54,74.74,24.82,26.56,125.82,19.94,Sodium Bicarbonate
6.65,2.95,2.54,1.78,75.24,24.97,27.34,126.77,20.12,Sodium Bicarbonate
6.72,2.68,3.29,1.50,75.28,24.62,26.91,123.43,19.72,Sodium Bicarbonate
6.56,3.35,3.18,1.95,75.10,24.48,27.81,120.54,19.50,Sodium Bicarbonate
6.56,3.06,2.51,1.01,75.99,24.82,27.8,127.19,20.42,Sodium Bicarbonate
6.62,2.50,2.68,2.00,75.23,23.38,25.82,123.55,20.23,Sodium Bicarbonate
6.47,3.50,2.58,1.62,74.98,23.92,27.23,126.77,20.55,Sodium Bicarbonate
6.72,2.52,3.41,1.38,75.80,24.07,27.86,128.55,19.43,Sodium Bicarbonate
6.41,2.71,3.15,1.12,75.95,23.54,26.34,122.31,20.18,Sodium Bicarbonate
6.57,2.82,2.87,1.55,75.32,23.52,26.39,120.13,20.44,Sodium Bicarbonate
6.69,3.15,3.03,1.15,74.37,24.69,27.96,120.17,19.01,Sodium Bicarbonate
6.47,3.26,3.31,1.12,74.23,23.20,27.02,116.66,20.94,Sodium Bicarbonate
6.54,3.00,2.65,1.50,74.65,24.94,27.89,123.92,19.52,Sodium Bicarbonate
6.55,2.68,2.56,1.53,74.73,24.22,26.84,123.35,19.31,Sodium Bicarbonate
6.43,2.87,3.34,1.16,74.68,24.82,27,123.02,19.81,Sodium Bicarbonate
6.63,2.63,3.46,1.84,75.06,24.76,25.59,128.76,19.53,Sodium Bicarbonate
6.58,3.44,2.91,1.02,75.63,24.90,25.56,126.28,20.12,Sodium Bicarbonate
6.68,2.70,3.46,1.86,75.25,24.31,26.07,121.03,20.93,Sodium Bicarbonate
6.41,2.71,3.10,1.67,75.52,24.67,26.46,120.74,19.97,Sodium Bicarbonate
6.56,3.14,3.27,1.56,75.96,23.65,26.85,126.53,19.28,Sodium Bicarbonate
6.68,3.18,3.05,1.96,75.14,24.01,26.64,124.87,19.62,Sodium Bicarbonate
6.51,2.91,3.28,1.99,74.78,24.25,27.16,125.53,19.12,Sodium Bicarbonate
6.67,3.43,2.69,1.41,74.80,24.18,25.49,124.5,20.48,Sodium Bicarbonate
6.65,3.19,3.16,1.38,75.00,23.61,27.76,127.68,19.74,Sodium Bicarbonate
6.47,2.56,3.39,1.76,74.78,24.80,27.14,128.84,20.29,Sodium Bicarbonate
6.68,3.01,2.68,1.62,75.34,24.71,26.72,118.31,20.28,Sodium Bicarbonate
6.53,3.15,3.36,1.00,75.36,23.20,25.91,122.44,19.35,Sodium Bicarbonate
6.54,2.88,3.46,1.23,74.32,23.49,27.24,118.68,19.44,Sodium Bicarbonate
6.42,2.52,3.37,1.96,74.04,23.95,26.8,124.34,20.15,Sodium Bicarbonate
6.56,3.44,2.67,1.54,74.49,24.21,27.72,118.56,19.85,Sodium Bicarbonate
6.55,3.23,3.47,1.69,75.65,24.27,26.99,121.86,19.84,Sodium Bicarbonate
6.63,2.90,2.79,1.36,75.13,23.32,28.02,124.34,20.90,Sodium Bicarbonate
6.75,2.56,3.03,1.14,75.84,24.72,25.95,123.14,19.64,Sodium Bicarbonate
6.72,2.75,2.83,1.52,75.01,23.25,25.87,122.36,19.87,Sodium Bicarbonate
6.69,2.51,2.68,1.78,74.68,24.26,27.47,122.4,19.78,Sodium Bicarbonate
6.71,2.73,3.01,1.28,74.74,23.87,27.28,119.96,20.59,Sodium Bicarbonate
6.71,2.87,2.52,1.14,74.84,23.45,25.88,128.63,19.52,Sodium Bicarbonate
6.51,3.13,3.41,1.21,75.02,23.01,27.63,121.16,20.14,Sodium Bicarbonate
6.58,2.50,3.29,1.59,74.94,24.48,25.6,120.87,20.20,Sodium Bicarbonate
6.54,3.37,2.87,1.99,75.99,23.71,26.15,127.76,20.65,Sodium Bicarbonate
6.73,3.45,3.11,1.84,74.40,24.26,26.99,128.92,20.69,Sodium Bicarbonate
6.68,2.89,3.15,1.95,75.33,23.84,27.03,120.58,20.63,Sodium Bicarbonate
6.71,3.31,2.90,1.54,75.75,24.91,28.05,127.64,20.90,Sodium Bicarbonate
6.44,3.23,3.30,1.08,75.94,24.05,25.88,124.38,19.79,Sodium Bicarbonate
6.61,3.18,2.51,1.27,75.36,23.45,27.12,122.07,20.12,Sodium Bicarbonate
6.76,2.56,3.21,1.41,74.99,23.71,26.91,127.31,20.12,Sodium Bicarbonate
6.62,2.50,3.16,1.34,74.79,23.63,27.36,128.92,20.10,Sodium Bicarbonate
6.74,3.43,2.83,1.81,74.68,24.49,26.69,119.34,19.07,Sodium Bicarbonate
6.44,3.15,2.74,1.36,75.79,24.86,26.18,118.39,20.76,Sodium Bicarbonate
6.73,2.69,2.99,1.57,75.95,23.50,26.93,120.04,19.52,Sodium Bicarbonate
6.54,2.57,2.95,1.34,74.11,24.14,26.71,121.82,20.57,Sodium Bicarbonate
6.70,3.13,2.70,1.15,74.35,24.79,26.91,127.48,19.15,Sodium Bicarbonate
6.49,3.19,3.23,1.18,75.89,23.79,26.46,120.54,19.15,Sodium Bicarbonate
6.44,2.61,2.76,1.84,75.06,24.39,27.63,123.43,19.33,Sodium Bicarbonate
6.44,3.19,2.61,1.27,74.62,24.28,26.18,117.94,20.81,Sodium Bicarbonate
6.48,2.54,3.20,1.84,74.96,23.04,26.76,126.2,20.54,Sodium Bicarbonate
6.47,3.24,3.00,1.21,74.01,23.18,26.07,125.08,20.59,Sodium Bicarbonate
6.49,2.64,2.90,1.63,74.21,23.59,26.04,126.9,20.95,Sodium Bicarbonate
6.49,2.85,2.81,1.44,74.29,24.82,26.44,126.03,20.50,Sodium Bicarbonate
6.64,2.70,3.06,1.71,75.63,23.07,26.03,117.07,20.35,Sodium Bicarbonate
6.44,2.99,2.77,1.12,74.50,23.71,26.98,126.11,20.64,Sodium Bicarbonate
6.50,3.41,3.12,1.75,74.28,23.99,27.55,117.52,20.53,Sodium Bicarbonate
6.56,3.22,2.98,1.79,75.15,23.18,27.16,117.03,19.23,Sodium Bicarbonate
6.80,3.24,3.42,1.78,75.17,23.19,27.59,119.63,19.88,Sodium Bicarbonate
6.67,3.43,2.77,1.06,74.05,23.83,26.97,124.92,19.70,Sodium Bicarbonate
6.60,3.17,3.30,1.79,74.23,24.80,27.84,126.69,20.38,Sodium Bicarbonate
6.77,2.63,3.41,1.09,75.02,23.97,26.21,123.97,20.96,Sodium Bicarbonate
6.66,3.02,3.35,1.32,75.66,23.57,26.17,118.8,20.92,Sodium Bicarbonate
6.65,3.14,3.30,1.19,75.24,23.70,26.59,117.36,20.51,Sodium Bicarbonate
6.52,2.98,3.02,1.16,74.18,24.32,27.32,127.06,19.70,Sodium Bicarbonate
6.43,2.69,2.86,1.66,74.94,23.29,27.15,122.31,20.06,Sodium Bicarbonate
6.47,3.48,3.07,1.02,74.25,23.76,27.47,123.26,20.19,Sodium Bicarbonate
6.80,2.59,3.02,1.55,75.48,24.74,27.97,118.51,19.36,Sodium Bicarbonate
6.74,2.61,2.70,1.42,74.99,23.69,27,122.4,20.89,Sodium Bicarbonate
6.57,3.39,2.95,1.21,74.80,24.03,26.22,118.51,20.74,Sodium Bicarbonate
6.59,2.60,2.59,1.08,74.61,24.36,27.19,126.86,20.63,Sodium Bicarbonate
6.67,2.87,2.88,1.58,74.91,24.31,26.68,120.91,20.07,Sodium Bicarbonate
6.43,3.36,3.08,1.57,74.37,24.71,26.04,123.72,20.90,Sodium Bicarbonate
6.61,2.78,3.49,1.30,75.00,24.06,26.8,122.93,20.45,Sodium Bicarbonate
6.42,2.79,3.42,1.97,74.84,23.58,27.14,121.41,19.70,Sodium Bicarbonate
6.78,2.59,3.25,1.88,75.99,23.47,26.44,124.79,20.95,Sodium Bicarbonate
6.77,2.62,3.08,1.50,74.77,24.91,26.82,128.38,19.71,Sodium Bicarbonate
6.40,3.43,2.58,1.78,74.47,23.46,25.78,127.39,20.23,Sodium Bicarbonate
6.58,2.91,2.79,1.80,75.24,24.57,27.11,127.81,20.52,Sodium Bicarbonate
6.64,2.71,3.05,1.08,75.11,23.90,27.71,128.8,19.61,Sodium Bicarbonate
6.43,3.14,3.24,1.27,75.64,23.30,27.07,121.2,20.10,Sodium Bicarbonate
6.76,2.89,3.06,1.44,74.84,23.40,27.92,128.05,20.68,Sodium Bicarbonate
6.64,2.74,3.39,1.87,74.23,24.24,26.57,122.93,19.38,Sodium Bicarbonate
6.46,3.46,3.41,2.00,75.53,23.43,27.15,118.8,20.95,Sodium Bicarbonate
6.42,2.57,2.73,1.17,75.31,23.38,25.83,128.88,20.57,Sodium Bicarbonate
6.76,2.83,2.81,1.75,74.30,24.05,26.44,117.61,19.32,Sodium Bicarbonate
6.80,3.26,3.12,1.70,74.79,24.33,27.03,124.42,20.18,Sodium Bicarbonate
6.71,3.16,2.96,1.26,74.42,24.59,27.21,117.44,19.42,Sodium Bicarbonate
6.41,2.65,2.50,1.19,74.80,24.95,26.18,126.36,20.64,Sodium Bicarbonate
6.74,2.68,3.07,1.21,75.95,23.62,25.95,123.22,19.25,Sodium Bicarbonate
6.56,2.74,3.17,1.67,75.10,24.35,25.96,123.02,20.02,Sodium Bicarbonate
6.45,2.77,3.28,1.84,75.19,24.26,26.35,120.66,20.30,Sodium Bicarbonate
6.45,2.53,3.12,1.03,75.36,24.56,26.78,124.83,19.57,Sodium Bicarbonate
6.64,3.42,3.10,1.96,74.95,24.43,26.43,123.51,19.71,Sodium Bicarbonate
6.46,3.40,2.84,1.13,74.24,23.19,27.28,119.42,19.91,Sodium Bicarbonate
6.60,2.82,3.17,1.10,75.68,24.42,26.57,117.52,19.35,Sodium Bicarbonate
6.70,3.42,3.46,1.10,75.06,24.02,27.49,118.97,19.39,Sodium Bicarbonate
6.57,3.48,3.20,1.31,75.23,23.01,26.69,118.31,20.48,Sodium Bicarbonate
6.54,3.04,3.44,1.27,75.57,23.81,26.48,126.44,19.91,Sodium Bicarbonate
6.49,2.94,2.99,1.72,75.62,24.44,26.57,126.03,19.98,Sodium Bicarbonate
6.59,3.04,3.14,1.56,74.20,24.31,26.3,123.97,19.23,Sodium Bicarbonate
6.52,2.67,3.32,1.60,74.13,23.07,26.5,116.99,20.79,Sodium Bicarbonate
6.77,2.94,3.35,1.24,74.03,23.26,27.02,120.54,19.77,Sodium Bicarbonate
6.52,2.55,2.75,1.58,74.36,23.99,27.88,117.07,19.86,Sodium Bicarbonate
6.59,3.49,3.07,1.53,75.28,24.01,25.78,126.32,19.32,Sodium Bicarbonate
6.61,2.56,3.27,1.29,74.81,24.62,25.98,121.36,19.87,Sodium Bicarbonate
6.59,2.77,2.79,1.05,76.00,23.35,27.11,117.4,19.64,Sodium Bicarbonate
6.55,2.57,2.89,1.49,75.40,23.26,25.49,119.05,20.38,Sodium Bicarbonate
6.55,2.71,2.72,1.88,75.69,23.95,27.14,121.65,19.93,Sodium Bicarbonate
6.53,3.11,2.85,1.59,75.21,24.53,26.73,116.66,20.54,Sodium Bicarbonate
6.66,3.20,2.70,1.27,75.19,23.06,26.25,126.77,19.54,Sodium Bicarbonate
6.77,2.87,3.39,1.99,75.90,23.05,26.63,117.52,20.37,Sodium Bicarbonate
6.47,3.42,3.48,1.11,75.21,24.93,27.43,126.24,19.27,Sodium Bicarbonate
6.52,2.89,2.63,1.98,75.04,24.89,27.84,126.44,19.53,Sodium Bicarbonate
6.42,3.24,2.72,1.84,75.43,23.62,27.07,122.27,19.06,Sodium Bicarbonate
6.44,3.48,2.64,1.99,75.26,23.64,27.03,125.12,20.02,Sodium Bicarbonate
6.40,2.92,3.11,1.89,75.20,23.06,27.11,117.73,19.26,Sodium Bicarbonate
6.71,3.11,2.52,1.46,74.29,23.32,27.86,126.2,20.05,Sodium Bicarbonate
6.62,2.86,2.53,1.34,75.65,24.40,27.21,117.11,20.28,Sodium Bicarbonate
6.67,3.27,3.31,1.38,74.55,23.18,26.9,128.34,19.75,Sodium Bicarbonate
6.78,2.96,3.24,1.95,74.38,24.74,27.27,124.92,19.30,Sodium Bicarbonate
6.69,3.29,3.36,1.75,74.93,23.63,26.39,119.88,19.65,Sodium Bicarbonate
6.61,3.33,2.88,1.55,75.77,24.29,25.7,120.25,20.34,Sodium Bicarbonate
6.52,3.00,3.28,1.97,75.11,24.88,26.69,122.44,19.42,Sodium Bicarbonate
6.50,3.37,2.96,1.45,75.49,23.89,27,127.81,19.47,Sodium Bicarbonate
6.47,3.46,3.50,1.53,75.30,23.07,25.65,119.3,20.66,Sodium Bicarbonate
6.59,3.44,2.69,1.10,75.11,23.17,26.71,122.56,20.52,Sodium Bicarbonate
6.71,2.72,2.54,1.89,74.63,24.99,27.37,125.37,20.99,Sodium Bicarbonate
6.58,3.48,3.12,1.73,75.50,23.19,25.66,126.9,20.95,Sodium Bicarbonate
6.44,2.63,2.76,1.84,75.19,24.70,27.7,118.64,20.40,Sodium Bicarbonate
6.42,3.23,3.16,1.48,74.15,24.52,26.61,128.92,19.22,Sodium Bicarbonate
6.73,2.51,3.50,1.46,75.67,23.66,27.28,121.03,19.78,Sodium Bicarbonate
6.62,2.98,2.58,1.73,74.08,23.57,25.6,122.31,20.25,Sodium Bicarbonate
6.55,2.77,2.84,1.89,75.74,24.85,26.46,126.61,20.71,Sodium Bicarbonate
6.73,3.16,2.75,1.02,75.02,23.31,27.83,119.22,19.72,Sodium Bicarbonate
6.43,2.87,2.59,1.18,74.11,23.37,26.51,122.85,20.21,Sodium Bicarbonate
6.66,3.15,2.93,1.87,74.89,23.19,26.05,117.11,19.16,Sodium Bicarbonate
6.51,3.29,2.76,1.95,75.09,23.06,25.92,120.83,20.31,Sodium Bicarbonate
6.63,3.08,3.43,1.39,75.34,24.69,27.53,120.74,19.77,Sodium Bicarbonate
6.45,2.72,3.25,1.14,74.82,23.16,26.28,125.58,20.87,Sodium Bicarbonate
6.49,3.26,2.63,1.06,74.13,24.42,26.47,119.01,19.80,Sodium Bicarbonate
6.56,2.77,2.97,1.33,74.16,24.25,26.69,127.68,19.35,Sodium Bicarbonate
6.77,2.74,3.45,1.73,74.93,23.24,27.64,120.7,19.33,Sodium Bicarbonate
6.67,3.50,2.73,1.81,75.85,24.59,25.88,126.61,20.14,Sodium Bicarbonate
6.75,3.04,2.69,1.63,75.25,23.81,25.49,125.91,20.65,Sodium Bicarbonate
6.43,2.74,2.69,1.31,74.15,23.42,26.67,128.14,19.24,Sodium Bicarbonate
6.45,2.97,2.88,1.81,74.33,23.33,25.74,128.96,20.20,Sodium Bicarbonate
6.61,2.90,3.26,1.14,74.44,24.44,25.65,126.86,20.43,Sodium Bicarbonate
6.59,3.05,2.52,1.18,75.56,24.99,26.69,127.1,19.39,Sodium Bicarbonate
6.73,2.56,3.33,1.58,75.84,23.39,26.13,122.64,20.68,Sodium Bicarbonate
6.68,2.86,3.26,1.14,74.54,24.06,27.89,124.79,19.06,Sodium Bicarbonate
6.65,2.99,3.49,1.95,75.55,23.43,26,123.88,20.01,Sodium Bicarbonate
6.50,3.15,3.21,1.47,74.72,24.50,25.98,118.8,20.04,Sodium Bicarbonate
6.71,2.59,3.24,1.08,74.11,24.49,26.13,123.3,20.30,Sodium Bicarbonate
6.42,3.30,3.47,1.93,75.05,24.74,27.6,126.98,20.00,Sodium Bicarbonate
6.56,2.57,3.38,1.52,74.16,23.68,27.55,120.29,20.54,Sodium Bicarbonate
6.57,2.65,3.14,1.33,74.31,24.89,26.86,118.35,20.89,Sodium Bicarbonate
6.44,3.11,3.21,1.71,75.54,23.50,27.3,126.94,20.87,Sodium Bicarbonate
6.77,3.16,3.18,1.54,74.29,24.14,27.38,119.46,20.58,Sodium Bicarbonate
6.45,3.27,3.28,1.70,75.71,24.85,25.91,128.1,19.25,Sodium Bicarbonate
6.42,3.09,3.32,1.79,75.02,23.44,27.12,124.17,20.89,Sodium Bicarbonate
6.66,3.48,2.65,1.63,75.56,23.82,26.86,126.65,20.21,Sodium Bicarbonate
6.68,3.02,3.20,1.55,74.79,24.93,26.08,125.33,20.79,Sodium Bicarbonate
6.59,3.38,2.73,1.33,74.14,24.82,27,117.56,19.50,Sodium Bicarbonate
6.60,3.30,2.69,1.89,74.92,24.61,27.71,120.7,20.78,Sodium Bicarbonate
6.74,3.01,3.36,1.51,75.10,24.94,27.34,119.05,20.80,Sodium Bicarbonate
6.55,2.74,3.29,1.77,75.35,24.97,27.32,119.22,19.04,Sodium Bicarbonate
6.67,3.37,2.57,1.79,75.93,24.17,27.59,125.95,20.81,Sodium Bicarbonate
6.61,3.23,2.85,1.59,76.00,24.08,26.03,122.48,19.13,Sodium Bicarbonate
6.75,3.26,2.63,1.85,75.49,24.55,27.19,118.85,20.82,Sodium Bicarbonate
6.64,3.38,3.39,1.00,74.55,24.20,26.64,120.33,19.95,Sodium Bicarbonate
6.75,2.52,2.97,1.69,74.09,23.96,28.06,124.83,20.88,Sodium Bicarbonate
6.76,3.12,3.26,1.06,74.69,23.07,26.69,116.74,19.23,Sodium Bicarbonate
6.47,2.53,3.01,1.13,75.61,23.33,26.54,121.28,20.94,Sodium Bicarbonate
6.69,2.56,3.36,1.04,74.07,24.13,26.69,128.51,20.78,Sodium Bicarbonate
6.68,2.97,2.86,1.63,75.39,23.69,25.55,126.81,20.83,Sodium Bicarbonate
6.53,3.19,3.47,1.79,74.86,24.45,26.39,127.81,19.04,Sodium Bicarbonate
6.63,2.90,3.02,1.67,74.19,23.38,25.73,128.76,20.85,Sodium Bicarbonate
6.72,3.16,2.89,1.31,74.15,23.83,25.9,117.36,19.03,Sodium Bicarbonate
6.58,2.98,2.96,1.75,75.01,23.59,27.24,116.66,19.96,Sodium Bicarbonate
6.65,2.59,2.68,1.87,74.41,24.14,26.28,120,20.22,Sodium Bicarbonate
6.58,3.22,3.09,1.62,75.67,23.45,27.36,126.9,20.77,Sodium Bicarbonate
6.72,3.40,3.24,1.10,74.88,23.99,26.29,128.92,20.33,Sodium Bicarbonate
6.76,3.33,2.85,1.60,75.39,23.94,27.06,117.15,19.16,Sodium Bicarbonate
6.50,2.85,3.10,1.13,74.25,24.45,27.62,119.67,19.32,Sodium Bicarbonate
6.64,3.16,2.92,1.39,75.55,23.33,27.42,128.1,19.72,Sodium Bicarbonate
6.59,3.29,3.31,1.06,75.33,24.39,26.74,123.55,19.51,Sodium Bicarbonate
6.65,2.85,2.77,1.28,74.99,24.63,25.56,117.44,19.79,Sodium Bicarbonate
6.66,3.27,2.60,1.03,74.08,23.72,25.94,123.1,20.47,Sodium Bicarbonate
6.44,2.59,3.12,1.38,75.38,23.32,26.03,121.65,20.12,Sodium Bicarbonate
6.67,3.16,3.49,1.43,75.22,24.58,26.25,125.91,19.46,Sodium Bicarbonate
6.62,3.21,2.62,1.59,74.02,24.56,27.36,125.87,19.83,Sodium Bicarbonate
6.78,2.59,3.32,1.45,75.21,23.10,26.57,127.27,20.72,Sodium Bicarbonate
6.44,2.86,2.68,1.07,75.10,24.11,27.83,119.01,20.13,Sodium Bicarbonate
6.58,3.24,3.00,1.12,75.27,23.05,26.16,123.26,19.53,Sodium Bicarbonate
6.80,2.60,3.22,2.00,74.52,24.86,27.72,124.87,19.51,Sodium Bicarbonate
6.54,2.87,2.90,1.49,74.48,24.41,27.62,124.13,20.16,Sodium Bicarbonate
6.68,3.16,2.61,1.10,75.38,23.97,26.69,127.56,20.66,Sodium Bicarbonate
6.60,3.14,3.27,1.03,75.67,24.81,26.55,117.19,19.44,Sodium Bicarbonate
6.48,2.65,3.17,1.52,75.70,24.91,26.95,118.72,19.94,Sodium Bicarbonate
6.57,2.79,2.61,1.92,74.81,24.95,26.09,125,20.77,Sodium Bicarbonate
6.80,3.00,2.87,1.65,74.76,23.34,25.82,126.9,20.56,Sodium Bicarbonate
6.72,2.87,2.50,1.84,75.56,23.71,26.89,119.84,19.19,Sodium Bicarbonate
6.69,3.08,2.94,1.51,74.32,24.93,27.77,123.22,19.79,Sodium Bicarbonate
6.42,2.90,2.92,1.13,74.04,23.22,27.1,127.6,20.95,Sodium Bicarbonate
6.47,3.25,3.03,1.74,74.12,24.20,27.68,117.94,19.18,Sodium Bicarbonate
6.66,2.78,3.08,1.04,75.26,23.22,25.51,121.41,19.89,Sodium Bicarbonate
6.47,3.39,3.32,1.44,75.51,23.03,28.01,128.38,19.70,Sodium Bicarbonate
6.46,2.67,3.45,1.83,74.73,23.73,26.15,121.86,20.74,Sodium Bicarbonate
6.72,2.56,3.15,1.97,75.62,24.50,25.73,120.04,19.91,Sodium Bicarbonate
6.47,2.62,2.67,1.35,74.64,24.98,25.9,118.27,20.14,Sodium Bicarbonate
6.73,3.22,3.04,1.18,74.23,23.45,26.68,118.02,20.62,Sodium Bicarbonate
6.43,2.65,3.42,1.57,75.20,24.17,27.32,117.19,20.05,Sodium Bicarbonate
6.41,2.66,3.48,1.32,74.88,24.34,27.2,124.5,20.71,Sodium Bicarbonate
6.77,3.29,3.16,1.63,75.60,23.67,26.71,118.23,20.62,Sodium Bicarbonate
6.68,3.14,3.04,1.61,75.53,24.45,26.09,118.64,19.51,Sodium Bicarbonate
6.72,2.66,3.41,1.36,75.54,24.83,26.44,127.1,19.25,Sodium Bicarbonate
6.59,2.83,3.32,1.04,75.50,23.14,25.47,126.11,19.10,Sodium Bicarbonate
6.47,2.65,3.01,1.33,74.94,24.54,26.6,117.81,20.81,Sodium Bicarbonate
6.50,2.99,2.96,1.69,75.13,23.18,27.03,122.4,20.14,Sodium Bicarbonate
